#Name of data collector: Brandon Thorne
#Location: RPI Footbridge over 15th street. West side. 
#Latitude: 42.729592
#Longitude: -73.678252
#Method of collection: python program: footbridge_data_collection.py
west, 2016-09-27 13:59:04.051000
west, 2016-09-27 13:59:09.921000
west, 2016-09-27 13:59:11.317000
east, 2016-09-27 13:59:12.737000
west, 2016-09-27 13:59:15.095000
east, 2016-09-27 13:59:18.012000
west, 2016-09-27 13:59:21.345000
west, 2016-09-27 13:59:22.509000
east, 2016-09-27 13:59:23.674000
east, 2016-09-27 13:59:26.422000
west, 2016-09-27 13:59:29.676000
east, 2016-09-27 13:59:31.352000
west, 2016-09-27 13:59:32.949000
west, 2016-09-27 13:59:39.285000
west, 2016-09-27 13:59:41.089000
west, 2016-09-27 13:59:42.622000
east, 2016-09-27 13:59:45.651000
east, 2016-09-27 13:59:46.736000
west, 2016-09-27 13:59:48.044000
west, 2016-09-27 13:59:49.250000
west, 2016-09-27 13:59:53.758000
east, 2016-09-27 13:59:55.803000
east, 2016-09-27 13:59:56.487000
east, 2016-09-27 13:59:57.189000
east, 2016-09-27 13:59:58.321000
east, 2016-09-27 13:59:59.141000
west, 2016-09-27 14:00:00.082000
west, 2016-09-27 14:00:10.515000
east, 2016-09-27 14:00:12.128000
east, 2016-09-27 14:00:16.573000
west, 2016-09-27 14:00:21.747000
west, 2016-09-27 14:00:23.064000
west, 2016-09-27 14:00:25.533000
west, 2016-09-27 14:00:32.179000
west, 2016-09-27 14:00:33.111000
west, 2016-09-27 14:00:36.859000
west, 2016-09-27 14:00:43.667000
west, 2016-09-27 14:00:44.535000
east, 2016-09-27 14:00:45.426000
east, 2016-09-27 14:00:46.286000
west, 2016-09-27 14:00:48.667000
west, 2016-09-27 14:00:51.632000
west, 2016-09-27 14:00:52.444000
west, 2016-09-27 14:01:00.453000
west, 2016-09-27 14:01:01.313000
west, 2016-09-27 14:01:02.062000
west, 2016-09-27 14:01:02.810000
west, 2016-09-27 14:01:03.662000
west, 2016-09-27 14:01:04.741000
west, 2016-09-27 14:01:22.060000
west, 2016-09-27 14:01:24.040000
west, 2016-09-27 14:01:32.199000
west, 2016-09-27 14:01:45.023000
west, 2016-09-27 14:01:48.732000
west, 2016-09-27 14:01:49.343000
