#Name of data collector: Brandon Thorne
#Location: RPI Footbridge over 15th street. West side. 
#Latitude: 42.729592
#Longitude: -73.678252
#Method of collection: python program: footbridge_data_collection.py
west, 2016-09-27 18:20:16.942000
west, 2016-09-27 18:20:17.474000
east, 2016-09-27 18:20:18.519000
west, 2016-09-27 18:20:29.547000
west, 2016-09-27 18:20:30.303000
west, 2016-09-27 18:20:30.956000
west, 2016-09-27 18:20:34.898000
west, 2016-09-27 18:20:37.792000
west, 2016-09-27 18:20:44.168000
west, 2016-09-27 18:20:44.661000
east, 2016-09-27 18:20:45.481000
east, 2016-09-27 18:20:45.957000
east, 2016-09-27 18:21:04.845000
east, 2016-09-27 18:21:08.307000
east, 2016-09-27 18:21:36.087000
west, 2016-09-27 18:21:43.776000
west, 2016-09-27 18:21:56.810000
west, 2016-09-27 18:21:57.191000
east, 2016-09-27 18:21:58.676000
west, 2016-09-27 18:22:01.297000
west, 2016-09-27 18:22:07.865000
east, 2016-09-27 18:22:08.653000
west, 2016-09-27 18:22:12.091000
east, 2016-09-27 18:22:23.048000
west, 2016-09-27 18:22:35.938000
east, 2016-09-27 18:22:41.881000
east, 2016-09-27 18:22:47.737000
west, 2016-09-27 18:22:48.141000
east, 2016-09-27 18:23:11.973000
west, 2016-09-27 18:23:39.798000
west, 2016-09-27 18:23:40.242000
east, 2016-09-27 18:23:50.371000
west, 2016-09-27 18:23:52.968000
east, 2016-09-27 18:23:59.497000
east, 2016-09-27 18:24:06.569000
east, 2016-09-27 18:24:09.839000
east, 2016-09-27 18:24:10.307000
east, 2016-09-27 18:24:10.887000
east, 2016-09-27 18:24:11.363000
west, 2016-09-27 18:24:37.013000
west, 2016-09-27 18:24:51.191000
west, 2016-09-27 18:24:53.381000
east, 2016-09-27 18:25:02.283000
east, 2016-09-27 18:25:17.919000
west, 2016-09-27 18:25:26.214000
east, 2016-09-27 18:25:40.112000
east, 2016-09-27 18:25:40.564000
east, 2016-09-27 18:25:55.791000
east, 2016-09-27 18:25:56.267000
east, 2016-09-27 18:25:56.904000
east, 2016-09-27 18:25:57.484000
east, 2016-09-27 18:25:58.696000
west, 2016-09-27 18:26:36.237000
west, 2016-09-27 18:26:52.912000
west, 2016-09-27 18:26:53.436000
west, 2016-09-27 18:26:53.928000
west, 2016-09-27 18:26:55.062000
west, 2016-09-27 18:26:55.554000
west, 2016-09-27 18:26:57.551000
west, 2016-09-27 18:26:58.003000
east, 2016-09-27 18:27:21.192000
west, 2016-09-27 18:27:29.122000
west, 2016-09-27 18:27:30.807000
west, 2016-09-27 18:27:42.297000
west, 2016-09-27 18:27:51.059000
east, 2016-09-27 18:28:00.731000
east, 2016-09-27 18:28:07.507000
east, 2016-09-27 18:28:08.024000
east, 2016-09-27 18:28:08.556000
east, 2016-09-27 18:28:09.105000
east, 2016-09-27 18:28:17.240000
west, 2016-09-27 18:28:17.732000
west, 2016-09-27 18:28:20.170000
west, 2016-09-27 18:28:48.876000
east, 2016-09-27 18:29:12.026000
east, 2016-09-27 18:29:17.113000
west, 2016-09-27 18:29:21.111000
east, 2016-09-27 18:29:22.797000
east, 2016-09-27 18:29:23.232000
east, 2016-09-27 18:29:34.347000
west, 2016-09-27 18:30:06.519000
east, 2016-09-27 18:30:07.355000
west, 2016-09-27 18:30:14.978000
east, 2016-09-27 18:30:20.399000
west, 2016-09-27 18:30:28.861000
east, 2016-09-27 18:30:37.572000
west, 2016-09-27 18:30:59.051000
east, 2016-09-27 18:31:22.755000
east, 2016-09-27 18:31:23.231000
east, 2016-09-27 18:31:58.277000
east, 2016-09-27 18:32:04.243000
east, 2016-09-27 18:32:47.034000
west, 2016-09-27 18:32:51.312000
west, 2016-09-27 18:33:03.400000
east, 2016-09-27 18:33:09.701000
west, 2016-09-27 18:33:14.771000
west, 2016-09-27 18:33:27.749000
west, 2016-09-27 18:33:45.469000
west, 2016-09-27 18:33:46.794000
east, 2016-09-27 18:33:55.064000
east, 2016-09-27 18:33:57.420000
east, 2016-09-27 18:34:00.560000
west, 2016-09-27 18:34:22.268000
west, 2016-09-27 18:34:22.712000
west, 2016-09-27 18:34:23.124000
east, 2016-09-27 18:34:31.347000
east, 2016-09-27 18:34:54.540000
east, 2016-09-27 18:35:08.533000
east, 2016-09-27 18:35:08.961000
east, 2016-09-27 18:35:09.421000
west, 2016-09-27 18:35:25.206000
west, 2016-09-27 18:35:28.842000
